I, 2738, 0.012721452
made, 2544, 0.011820078
advancement, 2310, 0.010732854
like, 2136, 0.009924405
Amelioratorj:, 1683, 0.007819651
need, 1662, 0.0077220793
_Create, 1475, 0.0068532294
theodorefox:, 1333, 0.006193461
one, 1314, 0.0061051818
Domveross:, 1253, 0.0058217603
joinedhadelmaede, 1175, 0.0054593524
make, 1128, 0.005240978
want, 1090, 0.0050644204
get, 1062, 0.0049343253
it's, 1043, 0.004846046
us, 977, 0.0045393934
looks, 916, 0.0042559714
oh, 889, 0.0041305227
know, 839, 0.00389821
farm, 809, 0.003758822
slain, 805, 0.003740237
think, 804, 0.0037355907
shot, 782, 0.0036333732
<@, 765, 0.0035543868
Beacon, 762, 0.003540448
Server, 755, 0.0035079243
going, 754, 0.003503278
many, 726, 0.0033731828
much, 724, 0.00336389
using, 712, 0.003308135
wait, 711, 0.003303489
see, 707, 0.003284904
well, 687, 0.0031919787
joinedremp3, 684, 0.00317804
would, 665, 0.0030897611
leftremp3, 649, 0.0030154209
timed, 646, 0.0030014822
hadelmaede, 645, 0.0029968359
Oh, 630, 0.002927142
work, 627, 0.0029132033
bit, 623, 0.0028946183
got, 621, 0.0028853258
you're, 612, 0.0028435094
clean, 603, 0.002801693
trying, 599, 0.002783108
help, 598, 0.002778462
pimp, 597, 0.0027738155
trade, 590, 0.0027412917
near, 586, 0.0027227066
rainbow, 583, 0.002708768
leftcdunsby, 581, 0.0026994755
Boyohazzard, 568, 0.002639074
build, 567, 0.0026344277
yeah, 565, 0.0026251352
really, 564, 0.002620489
say, 543, 0.0025229177
system, 541, 0.0025136252
might, 541, 0.0025136252
looking, 537, 0.0024950402
course, 524, 0.0024346388
tower, 523, 0.0024299924
guess, 505, 0.00234636
let, 503, 0.0023370674
The, 497, 0.0023091899
**, 495, 0.0022998974
There, 490, 0.002276666
dirt, 486, 0.002258081
love, 484, 0.0022487885
lots, 483, 0.0022441421
We, 480, 0.0022302035
Comm2, 477, 0.0022162646
5, 472, 0.0021930335
cool., 471, 0.002188387
finished, 470, 0.002183741
frame, 469, 0.0021790946
gotta, 466, 0.002165156
team, 460, 0.0021372782
better, 449, 0.0020861696
getting, 448, 0.0020815232
thing, 433, 0.0020118293
two, 430, 0.0019978906
Thank, 430, 0.0019978906
bones, 426, 0.0019793056
Boyohazzard:, 426, 0.0019793056
unwrap, 425, 0.0019746593
different, 424, 0.0019700131
too., 421, 0.0019560743
thathadelmaede:, 413, 0.0019189043
blocks, 410, 0.0019049655
idea, 408, 0.001895673
literally, 407, 0.0018910267
Altar, 404, 0.0018770879
ahahah, 398, 0.0018492104
Will, 394, 0.0018306253
aura, 394, 0.0018306253
dont, 392, 0.0018213328
beacon, 390, 0.0018120403
don't, 387, 0.0017981016
You, 387, 0.0017981016
ahahahtheodorefox:, 386, 0.0017934553
go, 383, 0.0017795165
we're, 381, 0.001770224
**Rainbows, 381, 0.001770224
Reboot, 381, 0.001770224
***Automatic, 381, 0.001770224
Rainbow, 381, 0.001770224
SERVER, 379, 0.0017609315
1, 379, 0.0017609315
Minutes***<>, 379, 0.0017609315
IN, 379, 0.0017609315
REBOOT, 379, 0.0017609315
***AUTOMATIC, 379, 0.0017609315
blown, 378, 0.0017562852
Stopped, 376, 0.0017469927
Started, 374, 0.0017377002
gay, 373, 0.0017330539
inside, 368, 0.0017098227
also, 366, 0.0017005302
game, 365, 0.0016958839
ahahahAmelioratorj:, 360, 0.0016726526
bigger, 360, 0.0016726526
I'm, 358, 0.00166336
shotsDomveross:, 355, 0.0016494213
good, 354, 0.001644775
soBoyohazzard:, 352, 0.0016354825
could, 349, 0.0016215438
modern, 344, 0.0015983125
Offering, 338, 0.0015704349
isn't, 332, 0.0015425574
look, 328, 0.0015239724
fly, 325, 0.0015100336
soon, 317, 0.0014728635
night, 313, 0.0014542785
kind, 312, 0.0014496322
built, 309, 0.0014356935
almost, 308, 0.0014310472
sends, 308, 0.0014310472
walls, 306, 0.0014217547
conveyor, 305, 0.0014171085
thanks, 304, 0.0014124622
I'd, 302, 0.0014031697
nice, 302, 0.0014031697
yup, 302, 0.0014031697
things, 301, 0.0013985235
nic, 301, 0.0013985235
chutes, 301, 0.0013985235
belts, 300, 0.0013938772
glitch, 299, 0.001389231
little, 298, 0.0013845847
assembler, 298, 0.0013845847
Forever**, 296, 0.0013752921
_Tame, 296, 0.0013752921
**Best, 296, 0.0013752921
cdunsby, 296, 0.0013752921
Friends, 296, 0.0013752921
leather, 296, 0.0013752921
animal_robot3humans0, 295, 0.0013706458
_Catch, 294, 0.0013659996
Business**, 294, 0.0013659996
**Fishy, 294, 0.0013659996
needed, 293, 0.0013613533
minecart, 293, 0.0013613533
storage, 293, 0.0013613533
breed, 293, 0.0013613533
gave, 293, 0.0013613533
cart., 293, 0.0013613533
site, 293, 0.0013613533
small, 293, 0.0013613533
unit, 293, 0.0013613533
cow, 293, 0.0013613533
wheat, 293, 0.0013613533
chest, 293, 0.0013613533
dropped, 293, 0.0013613533
anything, 293, 0.0013613533
model, 293, 0.0013613533
there's, 293, 0.0013613533
autofill, 293, 0.0013613533
tip, 293, 0.0013613533
free, 293, 0.0013613533
fish_hey, 293, 0.0013613533
tweaking, 293, 0.0013613533
needs, 293, 0.0013613533
feel, 293, 0.0013613533
remp3, 291, 0.0013520608
turrets, 290, 0.0013474146
Zombiesooooo, 290, 0.0013474146
IE, 290, 0.0013474146
😮hadelmaede, 289, 0.0013427683
sort, 289, 0.0013427683
sounds, 288, 0.0013381221
robot3humans0:, 287, 0.0013334758
lefthadelmaede, 286, 0.0013288296
aka, 285, 0.0013241833
joined<>, 285, 0.0013241833
MINUTE***hadelmaede, 283, 0.0013148908
leftServer, 282, 0.0013102446
sure, 280, 0.001300952
theo, 277, 0.0012870133
Amelioratorj, 277, 0.0012870133
joinedWonderAnchor, 275, 0.0012777208
joinedWonderAnchor:, 274, 0.0012730744
oh\hhAmelioratorj:, 273, 0.0012684282
noWonderAnchor:, 272, 0.0012637819
sorryAmelioratorj:, 271, 0.0012591357
double, 271, 0.0012591357
man, 270, 0.0012544894
I'll, 270, 0.0012544894
forgive, 270, 0.0012544894
ahahaAmelioratorj:, 270, 0.0012544894
knew, 269, 0.0012498432
time.WonderAnchor:, 269, 0.0012498432
Of, 268, 0.0012451969
real, 268, 0.0012451969
tho, 268, 0.0012451969
peak, 268, 0.0012451969
youAmelioratorj:, 268, 0.0012451969
Creeperremp3, 267, 0.0012405507
performance.Amelioratorj:, 267, 0.0012405507
how's, 267, 0.0012405507
For, 267, 0.0012405507
Good, 266, 0.0012359044
gunpowder, 266, 0.0012359044
WonderAnchor:, 266, 0.0012359044
dangerous., 265, 0.0012312582
Hmmm, 265, 0.0012312582
it.remp3, 264, 0.0012266119
If, 263, 0.0012219656
SkeletonWonderAnchor, 263, 0.0012219656
interact, 263, 0.0012219656
--, 262, 0.0012173194
leftBoyohazzard, 262, 0.0012173194
around, 261, 0.0012126731
Witch, 260, 0.0012080269
killed, 260, 0.0012080269
i'm, 260, 0.0012080269
set, 259, 0.0012033806
yet, 259, 0.0012033806
enchantment, 258, 0.0011987344
backwards..., 256, 0.0011894419
But, 256, 0.0011894419
"progress", 256, 0.0011894419
magicIt's, 256, 0.0011894419
"unveiling", 255, 0.0011847956
shots<@, 255, 0.0011847956
394208280102305814>, 255, 0.0011847956
785991160107761715>, 255, 0.0011847956
anyone, 255, 0.0011847956
801079134838325288>, 255, 0.0011847956
Should, 255, 0.0011847956
659874374329040926>, 255, 0.0011847956
coulduse, 254, 0.0011801494
name, 254, 0.0011801494
ton, 254, 0.0011801494
buisness, 254, 0.0011801494
leather., 254, 0.0011801494
goods, 254, 0.0011801494
price.Leather, 253, 0.0011755031
machine, 253, 0.0011755031
Save, 253, 0.0011755031
anymore, 253, 0.0011755031
monster, 253, 0.0011755031
trouble, 253, 0.0011755031
horrible, 253, 0.0011755031
making, 253, 0.0011755031
:O...perhaps, 252, 0.0011708568
